chunk_id,source_file,chunk_index,char_count,preview
chunk_00001,01_중대재해_처벌_등에_관한_법률.txt,1,1500,===== PAGE 1 ===== 법제처                                                            1                                     
chunk_00002,01_중대재해_처벌_등에_관한_법률.txt,2,1499,제2조에 따른 소상공인의 사업 또는 사업장 및 이에 준하는 비영 리시설과 「교육시설 등의 안전 및 유지관리 등에 관한 법률」 제2조제1호에 따른 교육시설은 제외한다. 가. 「실내공기질 관리법」 제3조제1항의 시설(「
chunk_00003,01_중대재해_처벌_등에_관한_법률.txt,3,1464,"전보건에 관한 업무를 담당하 는 사람 나. 중앙행정기관의 장, 지방자치단체의 장, 「지방공기업법」에 따른 지방공기업의 장, 「공공기관의 운영에 관한 법률」 제4조부터 제6조까지의 규정에 따라 지정된 공공기관의 장 제"
chunk_00004,01_중대재해_처벌_등에_관한_법률.txt,4,1500,"자를 벌하는 외에 그 법인 또는 기관에 다음 각 호의 구분에 따른 벌금형을 과(科)한다. 다만, 법인 또는 기관이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니 한 경우에는 "
chunk_00005,01_중대재해_처벌_등에_관한_법률.txt,5,1498,"조치 ③ 사업주 또는 경영책임자등은 사업주나 법인 또는 기관이 공중이용시설 또는 공중교통수단과 관련하여 제3자에 게 도급, 용역, 위탁 등을 행한 경우에는 그 이용자 또는 그 밖의 사람의 생명, 신체의 안전을 위하여"
chunk_00006,01_중대재해_처벌_등에_관한_법률.txt,6,1500,"조의2에 따라 피해자 또는 그 법정대리인(피해자가 사망하거나 진술할 수 없는 경우에는 그 배우자ㆍ직계친족ㆍ형제자매를 포함한다)을 증인으로 신문할 수 있다. ② 이 법 위반 여부에 관한 형사재판에서 법원은 검사, 피고"
chunk_00007,01_중대재해_처벌_등에_관한_법률.txt,7,389,미만인 사업 또는 사업장(건설업의 경우에는 공사금액 50억원 미만의 공사)에 대해서는 공포 후 3년이 경 과한 날부터 시행한다. ===== PAGE 5 ===== 법제처                          
chunk_00008,02_중대재해처벌법_시행령.txt,1,1500,===== PAGE 1 ===== 법제처                                                            1                                     
chunk_00009,02_중대재해처벌법_시행령.txt,2,1500,도터널(특별시 및 광역시 외의 지역 에 있는 철도터널로 한정한다) 마. 다음의 시설 중 개별 사업장 면적이 2천제곱미터 이상인 시설 1) 「석유 및 석유대체연료 사업법 시행령」 제2조제3호의 주유소 2) 「액화석유가
chunk_00010,02_중대재해처벌법_시행령.txt,3,1469,"다. 그 밖에 안전보건관리체계 구축 등을 위해 필요한 사항으로서 고용노동부장관이 정하여 고시하는 사항 5. 「산업안전보건법」 제15조, 제16조 및 제62조에 따른 안전보건관리책임자, 관리감독자 및 안전보건총괄책임자"
chunk_00011,02_중대재해처벌법_시행령.txt,4,1499,"다. 건설업 및 조선업의 경우 도급, 용역, 위탁 등을 받는 자의 안전ㆍ보건을 위한 공사기간 또는 건조기간에 관한 기준 제5조(안전ㆍ보건 관계 법령에 따른 의무이행에 필요한 관리상의 조치) ① 법 제4조제1항제4호에"
chunk_00012,02_중대재해처벌법_시행령.txt,5,1500,한 법인 또는 기관을 대상으로 안전보건교육을 이수해야 할 교 육대상자를 확정하고 안전보건교육 실시일 30일 전까지 다음 각 호의 사항을 해당 교육대상자에게 통보해야 한다. 1. 안전보건교육을 실시하는 안전보건교육기관
chunk_00013,02_중대재해처벌법_시행령.txt,6,1500,확보ㆍ유지 나. 유해ㆍ위험요인의 점검과 위험징후 발생 시 대응 다. 그 밖에 원료ㆍ제조물 관련 안전ㆍ보건 관리를 위해 기후에너지환경부장관이 정하여 고시하는 사항 3. 별표 5에서 정하는 원료 또는 제조물로 인한 중대
chunk_00014,02_중대재해처벌법_시행령.txt,7,1500,치의 구체적인 사항은 다음 각 호와 같다. 1. 다음 각 목의 사항을 이행하는 데 필요한 인력을 갖추어 중대시민재해 예방을 위한 업무를 수행하도록 할 것 가. 법 제9조제2항제4호의 안전ㆍ보건 관계 법령에 따른 안전
chunk_00015,02_중대재해처벌법_시행령.txt,8,1499,"인력을 배치하거나 예산을 추가로 편성ㆍ집행하도록 하는 등 중대시 민재해 예방에 필요한 조치를 할 것 7. 중대시민재해 예방을 위해 다음 각 목의 사항이 포함된 업무처리절차를 마련하여 이행할 것. 다만, 철도운영자가 "
chunk_00016,02_중대재해처벌법_시행령.txt,9,1499,"정한 기관 등에 위탁하여 점검하는 경우를 포함한다. 이하 이 호에서 같다)하고, 직접 점검하지 않은 경우에는 점검이 끝난 후 지체 없이 점검 결과를 보고받을 것 ===== PAGE 6 ===== 법제처        "
chunk_00017,02_중대재해처벌법_시행령.txt,10,342,"은 제4조, 제5조 및 제8조부터 제11조까지의 규정에 따른 조치 등의 이행에 관한 사항을 서면(「전자문 서 및 전자거래 기본법」 제2조제1호에 따른 전자문서를 포함한다)으로 작성하여 그 조치 등을 이행한 날부터 5"
chunk_00018,03_산업안전보건법.txt,1,1500,===== PAGE 1 ===== 법제처                                                            1                                     
chunk_00019,03_산업안전보건법.txt,2,1499,"과반수로 조직된 노동조합이 있는 경우에는 그 노동조합을, 근로자의 과반수로 조직된 노동조합이 없는 경우에는 근로자의 과반수를 대표하는 자를 말한다. 6. “도급”이란 명칭에 관계없이 물건의 제조ㆍ건설ㆍ수리 또는 서비"
chunk_00020,03_산업안전보건법.txt,3,1443,"건 정책의 수립 및 집행 2. 산업재해 예방 지원 및 지도 3. 「근로기준법」 제76조의2에 따른 직장 내 괴롭힘 예방을 위한 조치기준 마련, 지도 및 지원 4. 사업주의 자율적인 산업 안전 및 보건 경영체제 확립을"
chunk_00021,03_산업안전보건법.txt,4,1500,"또는 건설을 할 때 이 법과 이 법에 따른 명령 으로 정하는 기준을 지켜야 하고, 발주ㆍ설계ㆍ제조ㆍ수입 또는 건설에 사용되는 물건으로 인하여 발생하는 산업재 해를 방지하기 위하여 필요한 조치를 하여야 한다. 1. 기"
chunk_00022,03_산업안전보건법.txt,5,1500,"④ 고용노동부장관은 산업재해 예방을 위하여 필요하다고 인정할 때에는 사업주, 사업주단체, 그 밖의 관계인에게 필요한 사항을 권고하거나 협조를 요청할 수 있다. ⑤ 고용노동부장관은 산업재해 예방을 위하여 중앙행정기관의"
chunk_00023,03_산업안전보건법.txt,6,1494,"국가법령정보센터 산업안전보건법 ④ 제1항 및 제2항에 따른 공표의 절차 및 방법, 그 밖에 필요한 사항은 고용노동부령으로 정한다. 제10조의2(안전보건 현황 공시) ① 대통령령으로 정하는 수 이상의 근로자를 사용하는"
chunk_00024,03_산업안전보건법.txt,7,1499,제1절 안전보건관리체제 제14조(이사회 보고 및 승인 등) ① 「상법」 제170조에 따른 주식회사 중 대통령령으로 정하는 회사의 대표이사는 대통 령령으로 정하는 바에 따라 매년 회사의 안전 및 보건에 관한 계획을 수
chunk_00025,03_산업안전보건법.txt,8,1499,제15조제1항 각 호의 사항 중 안전에 관한 기술적인 사항에 관하여 사업주 또는 안전보건관리책임자를 보좌하고 관리감독자에게 지도ㆍ조언하는 업무를 수행하는 사람(이하 “안전관리자”라 한다)을 두어야 한다. ② 안전관리
chunk_00026,03_산업안전보건법.txt,9,1499,사업주는 제21조에 따라 지 정받은 보건관리 업무를 전문적으로 수행하는 기관(이하 “보건관리전문기관”이라 한다)에 보건관리자의 업무를 위 탁할 수 있다.<개정 2021. 5. 18.> 제19조(안전보건관리담당자) ①
chunk_00027,03_산업안전보건법.txt,10,1500,하여야 한다. 1. 거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우 2. 업무정지 기간 중에 업무를 수행한 경우 3. 제1항에 따른 지정 요건을 충족하지 못한 경우 4. 지정받은 사항을 위반하여 업무를 수행한 경
chunk_00028,03_산업안전보건법.txt,11,1500,동부령으로 정하는 사정이 있는 경우에는 그러하지 아니하다.<신설 2026. 2. 19.> ④ 사업주는 명예산업안전감독관에 대하여 직무 수행과 관련한 사유로 불리한 처우를 해서는 아니 된다.<개정 2026. 2. 19
chunk_00029,03_산업안전보건법.txt,12,1500,안전보건법 3. 작업장의 안전 및 보건 관리에 관한 사항 4. 사고 조사 및 대책 수립에 관한 사항 5. 그 밖에 안전 및 보건에 관한 사항 ② 제1항에 따른 안전보건관리규정(이하 “안전보건관리규정”이라 한다)은 단
chunk_00030,03_산업안전보건법.txt,13,1499,등 고용노동부령으로 정하는 교육을 이수한 경우 3. 관리감독자가 산업 안전 및 보건 업무의 전문성 제고를 위한 교육 등 고용노동부령으로 정하는 교육을 이수한 경 우 ② 사업주는 제29조제2항 또는 제3항에도 불구하고
chunk_00031,03_산업안전보건법.txt,14,1499,정하는 인력 ㆍ시설 및 장비 등의 요건을 갖추어 고용노동부장관에게 등록하여야 한다. 등록한 사항 중 대통령령으로 정하는 중 요한 사항을 변경할 때에도 또한 같다. ② 고용노동부장관은 제1항에 따라 등록한 자(이하 “
chunk_00032,03_산업안전보건법.txt,15,1500,다. <개정 2026. 2. 19.> ② 사업주는 위험성평가 시 고용노동부령으로 정하는 바에 따라 위험성평가에 해당 사업장의 근로자를 참여시켜야 한다.<개정 2026. 2. 19.> ③ 사업주는 근로자대표가 요구하면
chunk_00033,03_산업안전보건법.txt,16,1500,여 필요한 조치를 하여야 한다. 1. 근로자가 추락할 위험이 있는 장소 2. 토사ㆍ구축물 등이 붕괴할 우려가 있는 장소 3. 물체가 떨어지거나 날아올 위험이 있는 장소 4. 천재지변으로 인한 위험이 발생할 우려가 있
chunk_00034,03_산업안전보건법.txt,17,1495,에 따라 필요한 조치를 하여야 한다. <개정 2021. 4. 13.> ② 사업주는 업무와 관련하여 고객 등 제3자의 폭언등으로 근로자에게 건강장해가 발생하거나 발생할 현저한 우려 가 있는 경우에는 업무의 일시적 중단
chunk_00035,03_산업안전보건법.txt,18,1499,경우에는 해당 작업 또는 건설공사를 중지하거나 유해위험방지계획서를 변경할 것을 명할 수 있다. ⑤ 제1항에 따른 사업주는 같은 항 각 호 외의 부분 단서에 따라 스스로 심사하거나 제4항에 따라 고용노동부장관 이 심사
chunk_00036,03_산업안전보건법.txt,19,1500,아야 한다. 이 경우 공정안전보고서의 내용이 중대산업사고를 예방하기 위하여 적합하다고 통보받기 전에는 관련된 유해하거나 위험한 설비를 가동해서는 아니 된다. ② 사업주는 제1항에 따라 공정안전보고서를 작성할 때 산업
chunk_00037,03_산업안전보건법.txt,20,1500,"건진단기관 에 안전보건진단을 의뢰하여야 한다. ③ 사업주는 안전보건진단기관이 제2항에 따라 실시하는 안전보건진단에 적극 협조하여야 하며, 정당한 사유 없이 이를 거부하거나 방해 또는 기피해서는 아니 된다. 이 경우 "
chunk_00038,03_산업안전보건법.txt,21,1499,의 경우에는 근로자대표의 의견을 들어야 한다. 제50조(안전보건개선계획서의 제출 등) ① 제49조제1항에 따라 안전보건개선계획의 수립ㆍ시행 명령을 받은 사업주는 고용노동부령으로 정하는 바에 따라 안전보건개선계획서를 
chunk_00039,03_산업안전보건법.txt,22,1500,조치”라 한다)를 명할 수 있다. ② 제1항에 따라 시정조치 명령을 받은 사업주는 해당 기계ㆍ설비등에 대하여 시정조치를 완료할 때까지 시정조치 명령 사항을 사업장 내에 근로자가 쉽게 볼 수 있는 장소에 게시하여야 한
chunk_00040,03_산업안전보건법.txt,23,1498,밖에 필요한 사항은 고용노동부 령으로 정한다. 제56조(중대재해등의 원인조사 등) ① 고용노동부장관은 다음 각 호의 어느 하나에 해당하는 산업재해(이하 “중대재해 등”이라 한다)가 발생하였을 때에는 그 원인 규명 또
chunk_00041,03_산업안전보건법.txt,24,1500,"는 공소 제기 여부와 관계없이 공개할 수 있다. ③ 제2항에 따라 재해조사보고서를 공개하는 경우 「공공기관의 정보공개에 관한 법률」 제9조제1항제2호, 제6호 또 는 제7호에 해당하는 사항은 공개 대상에서 제외할 수"
chunk_00042,03_산업안전보건법.txt,25,1500,가 유효기간의 연장을 신청하면 승인의 유 효기간이 만료되는 날의 다음 날부터 3년의 범위에서 고용노동부령으로 정하는 바에 따라 그 기간의 연장을 승인할 수 있다. 이 경우 사업주는 제3항에 따른 안전 및 보건에 관한
chunk_00043,03_산업안전보건법.txt,26,1499,"사업장의 상시근로자 수, 안전보건총괄책 임자의 직무ㆍ권한, 그 밖에 필요한 사항은 대통령령으로 정한다. 제63조(도급인의 안전조치 및 보건조치) 도급인은 관계수급인 근로자가 도급인의 사업장에서 작업을 하는 경우에 자"
chunk_00044,03_산업안전보건법.txt,27,1500,관한 정보 제공 등) ① 다음 각 호의 작업을 도급하는 자는 그 작업을 수행하는 수급인 근로자의 산업재해를 예방하기 위하여 고용노동부령으로 정하는 바에 따라 해당 작업 시작 전에 수급인에게 안전 및 보건에 관한 정보
chunk_00045,03_산업안전보건법.txt,28,1467,국가법령정보센터 산업안전보건법 1. 건설공사 계획단계: 해당 건설공사에서 중점적으로 관리하여야 할 유해ㆍ위험요인과 이의 감소방안을 포함한 기 본안전보건대장을 작성할 것 2. 건설공사 설계단계: 제1호에 따른 기본안전
chunk_00046,03_산업안전보건법.txt,29,1500,"연장하여야 한다. 1. 태풍ㆍ홍수 등 악천후, 전쟁ㆍ사변, 지진, 화재, 전염병, 폭동, 그 밖에 계약 당사자가 통제할 수 없는 사태의 발생 등 불가항력의 사유가 있는 경우 2. 건설공사발주자에게 책임이 있는 사유로"
chunk_00047,03_산업안전보건법.txt,30,1499,필요한 사항은 고용노동부령으로 정 한다. 이 경우 미리 국토교통부장관과 협의하여야 한다. 제72조(건설공사 등의 산업안전보건관리비 계상 등) ① 건설공사발주자가 도급계약을 체결하거나 건설공사의 시공을 주도하여 총괄ㆍ
chunk_00048,03_산업안전보건법.txt,31,1500,"전문지도기관의 지정 절차, 그 밖에 필요한 사항은 대통령령으로 정한다. ③ 고용노동부장관은 건설재해예방전문지도기관에 대하여 평가하고 그 결과를 공개할 수 있다. 이 경우 평가의 기 준ㆍ방법, 결과의 공개에 필요한 사"
chunk_00049,03_산업안전보건법.txt,32,1500,에서의 산업재해 예방 제77조(특수형태근로종사자에 대한 안전조치 및 보건조치 등) ① 계약의 형식에 관계없이 근로자와 유사하게 노무를 제공하여 업무상의 재해로부터 보호할 필요가 있음에도 「근로기준법」 등이 적용되지 
chunk_00050,03_산업안전보건법.txt,33,1500,산업안전보건법 제6장 유해ㆍ위험 기계 등에 대한 조치 제1절 유해하거나 위험한 기계 등에 대한 방호조치 등 제80조(유해하거나 위험한 기계ㆍ기구에 대한 방호조치) ① 누구든지 동력(動力)으로 작동하는 기계ㆍ기구로서 
chunk_00051,03_산업안전보건법.txt,34,1500,"은 유해ㆍ위험기계등의 종류별, 규격 및 형식별로 정할 수 있다. 제84조(안전인증) ① 유해ㆍ위험기계등 중 근로자의 안전 및 보건에 위해(危害)를 미칠 수 있다고 인정되어 대통령령으 로 정하는 것(이하 “안전인증대상"
chunk_00052,03_산업안전보건법.txt,35,1499,"수 있다. ⑦ 안전인증의 신청 방법ㆍ절차, 제4항에 따른 확인의 방법ㆍ절차, 그 밖에 필요한 사항은 고용노동부령으로 정한 다. 제85조(안전인증의 표시 등) ① 안전인증을 받은 자는 안전인증을 받은 유해ㆍ위험기계등이"
chunk_00053,03_산업안전보건법.txt,36,1500,대여하는 자에게 고용노동부령 으로 정하는 바에 따라 그 안전인증대상기계등을 수거하거나 파기할 것을 명할 수 있다. ===== PAGE 23 ===== 법제처                                 
chunk_00054,03_산업안전보건법.txt,37,1500,"를 보존하여야 한다. ④ 제1항 각 호 외의 부분 본문에 따른 신고의 방법 및 절차, 그 밖에 필요한 사항은 고용노동부령으로 정한다. 제90조(자율안전확인의 표시 등) ① 제89조제1항 각 호 외의 부분 본문에 따라"
chunk_00055,03_산업안전보건법.txt,38,1500,고를 하지 아니한 경우(같은 항 각 호 외의 부분 단서에 따라 신고가 면제되는 경우는 제외한다) 2. 거짓이나 그 밖의 부정한 방법으로 제89조제1항 각 호 외의 부분 본문에 따른 신고를 한 경우 3. 자율안전확인대
chunk_00056,03_산업안전보건법.txt,39,1500,지정받으려는 자는 대통령령으로 정하는 인력ㆍ시설 및 장비 등의 요건을 갖추 어 고용노동부장관에게 신청하여야 한다. ③ 고용노동부장관은 제1항에 따라 지정받은 안전검사기관(이하 “안전검사기관”이라 한다)에 대하여 평가
chunk_00057,03_산업안전보건법.txt,40,1499,부장관은 자율검사프로그램의 인정을 받은 자가 다음 각 호의 어느 하나에 해당하는 경우에는 자율검사프로그램의 인정을 취소하거나 인정받은 자율검사프로그램의 내용에 따라 검사를 하도록 하는 등 시정을 명할 수 있다. 다만
chunk_00058,03_산업안전보건법.txt,41,1499,목의 어느 하나에 해당하는 것의 안전성 향상을 위하여 지원이 필요하다고 인정되는 것을 제조하는 자 가. 안전인증대상기계등 나. 자율안전확인대상기계등 다. 그 밖에 산업재해가 많이 발생하는 유해ㆍ위험기계등 2. 작업환
chunk_00059,03_산업안전보건법.txt,42,1499,인자의 분류기준) 고용노동부장관은 고용노동부령으로 정하는 바에 따라 근로자에게 건강장해를 일으키 는 화학물질 및 물리적 인자 등(이하 “유해인자”라 한다)의 유해성ㆍ위험성 분류기준을 마련하여야 한다. 제105조(유해
chunk_00060,03_산업안전보건법.txt,43,1500,"여야 한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다. 1. 일반 소비자의 생활용으로 제공하기 위하여 신규화학물질을 수입하는 경우로서 고용노동부령으로 정하는 경우 2. 신규화학물질의 수입"
chunk_00061,03_산업안전보건법.txt,44,1500,있다. ===== PAGE 28 ===== 법제처                                                            28                               
chunk_00062,03_산업안전보건법.txt,45,1499,한 사항은 고용노동 부령으로 정한다. 제111조(물질안전보건자료의 제공) ① 물질안전보건자료대상물질을 양도하거나 제공하는 자는 이를 양도받거나 제공 받는 자에게 물질안전보건자료를 제공하여야 한다. ② 물질안전보건자료
chunk_00063,03_산업안전보건법.txt,46,1500,효기간이 만료되는 다음 날부터 5년 단위로 그 기간을 계속하여 연장승인할 수 있다. ⑥ 삭제<2023. 8. 8.> ⑦ 삭제<2023. 8. 8.> ⑧ 고용노동부장관은 다음 각 호의 어느 하나에 해당하는 경우에는 제
chunk_00064,03_산업안전보건법.txt,47,1500,우 외부 전문가의 의견을 듣는 데 걸리는 기간은 제2항에 따른 결과 통지기간에 산입(算入)하지 아니한다. [본조신설 2023. 8. 8.] 제113조(국외제조자가 선임한 자에 의한 정보 제출 등) ① 국외제조자는 고
chunk_00065,03_산업안전보건법.txt,48,1500,"전보건자료대상물질 용기 등의 경고표시) ① 물질안전보건자료대상물질을 양도하거나 제공하는 자는 고용노동부령으로 정하는 방법에 따라 이를 담은 용기 및 포장에 경고표시를 하여야 한다. 다만, 용기 및 포장에 담 는 방법"
chunk_00066,03_산업안전보건법.txt,49,1499,허가를 받아야 한다. 허가받은 사항을 변경할 때에도 또한 같다. ===== PAGE 31 ===== 법제처                                                            3
chunk_00067,03_산업안전보건법.txt,50,1500,"여야 한다. 다만, 석면함유 여부가 명백한 경우 등 대통령령으로 정하는 사유에 해당 하여 고용노동부령으로 정하는 절차에 따라 확인을 받은 경우에는 기관석면조사를 생략할 수 있다.<개정 2020. 5. 26.> 1. "
chunk_00068,03_산업안전보건법.txt,51,1483,설 및 장비를 갖추어 고용노동부장관에게 등록하여야 한다. ② 고용노동부장관은 제1항에 따라 등록한 자(이하 “석면해체ㆍ제거업자”라 한다)의 석면해체ㆍ제거작업의 안전성 을 고용노동부령으로 정하는 바에 따라 평가하고 그
chunk_00069,03_산업안전보건법.txt,52,1500,를 고용노동부장관에 게 제출하여야 한다. ② 제1항에 따른 공기 중 석면농도를 측정할 수 있는 자의 자격 및 측정방법에 관한 사항은 고용노동부령으로 정한 다. ③ 건축물ㆍ설비소유주등은 석면해체ㆍ제거작업 완료 후에도 
chunk_00070,03_산업안전보건법.txt,53,1500,면 작업환경측정 결과에 대한 설명회 등을 개최하여야 한다. 이 경우 제3항에 따라 작업환경측정을 위탁하여 실시한 경우에는 작업환경측정기관에 작업환경측정 결과에 대하여 설명하도록 할 수 있다. ⑧ 제1항 및 제2항에 
chunk_00071,03_산업안전보건법.txt,54,1467,국가법령정보센터 산업안전보건법 제128조의2(휴게시설의 설치) ① 사업주는 근로자(관계수급인의 근로자를 포함한다. 이하 이 조에서 같다)가 신체적 피 로와 정신적 스트레스를 해소할 수 있도록 휴식시간에 이용할 수 있
chunk_00072,03_산업안전보건법.txt,55,1500,장해 증상을 보이거나 의학적 소견이 있는 근로자 중 보건관리자 등이 사업주에게 건강진단 실시를 건의하는 등 고용노동부령으로 정하는 근로 자에 대하여 건강진단(이하 “수시건강진단”이라 한다)을 실시하여야 한다. ④ 사
chunk_00073,03_산업안전보건법.txt,56,1499,"는 바에 따라 고용노동부장관에게 제출하여야 한다. 제133조(건강진단에 관한 근로자의 의무) 근로자는 제129조부터 제131조까지의 규정에 따라 사업주가 실시하는 건강 진단을 받아야 한다. 다만, 사업주가 지정한 건"
chunk_00074,03_산업안전보건법.txt,57,1500,"요한 지원을 할 수 있다. ② 제1항에 따른 유해인자별 특수건강진단 전문연구기관의 지정 기준 및 절차, 그 밖에 필요한 사항은 고용노동부 장관이 정하여 고시한다. 제137조(건강관리카드) ① 고용노동부장관은 고용노동"
chunk_00075,03_산업안전보건법.txt,58,1498,지식이나 숙련도가 요구되 는 고용노동부령으로 정하는 작업의 경우 그 작업에 필요한 자격ㆍ면허ㆍ경험 또는 기능을 가진 근로자가 아닌 사 람에게 그 작업을 하게 해서는 아니 된다. ② 고용노동부장관은 제1항에 따른 자격
chunk_00076,03_산업안전보건법.txt,59,1483,1. 공정상의 안전에 관한 평가ㆍ지도 2. 유해ㆍ위험의 방지대책에 관한 평가ㆍ지도 3. 제1호 및 제2호의 사항과 관련된 계획서 및 보고서의 작성 4. 그 밖에 산업안전에 관한 사항으로서 대통령령으로 정하는 사항 ②
chunk_00077,03_산업안전보건법.txt,60,1500,고 이상의 형의 집행유예를 선고받고 그 유예기간 중에 있는 사람 5. 이 법을 위반하여 벌금형을 선고받고 1년이 지나지 아니한 사람 6. 제154조에 따라 등록이 취소(이 항 제1호 또는 제2호에 해당하여 등록이 취
chunk_00078,03_산업안전보건법.txt,61,1500,항에 따른 직무와 관련하여 작성하거나 확인한 서류에 기명ㆍ날인하거나 서명 하여야 한다. 제151조(금지 행위) 지도사는 다음 각 호의 행위를 해서는 아니 된다. 1. 거짓이나 그 밖의 부정한 방법으로 의뢰인에게 법령
chunk_00079,03_산업안전보건법.txt,62,1498,"위반하거나 같은 조 제2항에 따른 기명ㆍ날인 또는 서명을 하지 아니한 경우 8. 제151조, 제153조제1항 또는 제162조를 위반한 경우 제10장 근로감독관 등 제10장 노동감독관 등 <개정 2026. 4. 7.>"
chunk_00080,03_산업안전보건법.txt,63,1499,검사에 필요한 한도에서 무상으로 제품ㆍ원재료 또는 기구를 수거할 수 있다. 이 경우 노동감독관은 해당 사업주 등에게 그 결과를 서면으로 알려야 한다.<개정 2026. 4. 7.> ③ 노동감독관은 이 법 또는 이 법에
chunk_00081,03_산업안전보건법.txt,64,1499,26. 4. 7.> [시행일: 2026. 12. 8.] 제156조 제157조(감독기관에 대한 신고) ① 사업장에서 이 법 또는 이 법에 따른 명령을 위반한 사실이 있으면 근로자는 그 사 실을 고용노동부장관 또는 근로
chunk_00082,03_산업안전보건법.txt,65,1500,조ㆍ지원 대상자가 폐업하거나 파산한 경우 3. 보조ㆍ지원 대상을 임의매각ㆍ훼손ㆍ분실하는 등 지원 목적에 적합하게 유지ㆍ관리ㆍ사용하지 아니한 경우 4. 제1항에 따른 산업재해 예방사업의 목적에 맞게 사용되지 아니한 경
chunk_00083,03_산업안전보건법.txt,66,1499,"장관은 제21조제4항(제74조제4항, 제88조제 5항, 제96조제5항, 제126조제5항 및 제135조제6항에 따라 준용되는 경우를 포함한다)에 따라 업무정지를 명하여야 하는 경우에 그 업무정지가 이용자에게 심한 불편"
